Year,State,District,Post_Monsoon,Pre_Monsoon
2022-23,Andhra Pradesh,Sri Potti Sriramulu Nellore,2 to 5,2 to 5
2022-23,Andhra Pradesh,Sri Sathya Sai,0 to 2,2 to 5
2022-23,Andhra Pradesh,Srikakulam,0 to 2,2 to 5
2022-23,Andhra Pradesh,Tirupati,0 to 2,2 to 5
2022-23,Andhra Pradesh,Visakhapatnam,0 to 2,2 to 5
2022-23,Andhra Pradesh,Vizianagaram,0 to 2,2 to 5
2022-23,Andhra Pradesh,West Godavari,0 to 2,0 to 2
2022-23,Andhra Pradesh,Y.S.R. (Kadapa),2 to 5,2 to 5
2022-23,Arunachal Pradesh,Anjaw,N.A.,N.A.
2022-23,Arunachal Pradesh,Changlang,2 to 5,2 to 5
2022-23,Arunachal Pradesh,Dibang Valley,N.A.,N.A.
2022-23,Arunachal Pradesh,East Kameng,N.A.,N.A.
2022-23,Arunachal Pradesh,East Siang,0 to 2,2 to 5
2022-23,Arunachal Pradesh,Kamle,N.A.,N.A.
2022-23,Arunachal Pradesh,Kra Daadi,N.A.,N.A.
2022-23,Arunachal Pradesh,Kurung Kumey,N.A.,N.A.
2022-23,Arunachal Pradesh,Lepa Rada,N.A.,N.A.
2022-23,Arunachal Pradesh,Lohit,2 to 5,5 to 10
2022-23,Arunachal Pradesh,Longding,N.A.,N.A.
2022-23,Arunachal Pradesh,Lower Dibang Valley,5 to 10,N.A.
2022-23,Arunachal Pradesh,Lower Siang,N.A.,N.A.
2022-23,Arunachal Pradesh,Lower Subansiri,2 to 5,5 to 10
2022-23,Arunachal Pradesh,Namasai,N.A.,N.A.
2022-23,Arunachal Pradesh,Pakke Kessang,N.A.,N.A.
2022-23,Arunachal Pradesh,Papum Pare,0 to 2,0 to 2
2022-23,Arunachal Pradesh,Shi Yomi,N.A.,N.A.
2022-23,Arunachal Pradesh,Siang,N.A.,N.A.
2022-23,Arunachal Pradesh,Tawang,N.A.,N.A.
2022-23,Arunachal Pradesh,Tirap,5 to 10,5 to 10
2022-23,Arunachal Pradesh,Upper Siang,N.A.,N.A.
2022-23,Arunachal Pradesh,Upper Subansiri,N.A.,N.A.
2022-23,Arunachal Pradesh,West Kameng,N.A.,N.A.
2022-23,Arunachal Pradesh,West Siang,N.A.,N.A.
2022-23,Assam,Baksa,2 to 5,2 to 5
2022-23,Assam,Barpeta,0 to 2,2 to 5
2022-23,Assam,Biswanath,2 to 5,2 to 5
2022-23,Assam,Bongaigaon,0 to 2,2 to 5
2022-23,Assam,Cachar,0 to 2,2 to 5
2022-23,Assam,Charaideo,N.A.,N.A.
2022-23,Assam,Chirang,2 to 5,2 to 5
2022-23,Assam,Darrang,2 to 5,2 to 5
2022-23,Assam,Dhemaji,0 to 2,2 to 5
2022-23,Assam,Dhubri,2 to 5,10 to 20
2022-23,Assam,Dibrugarh,2 to 5,2 to 5
2022-23,Assam,Dima Hasao,N.A.,N.A.
2022-23,Assam,East Karbi Anglong,2 to 5,2 to 5
2022-23,Assam,Goalpara,0 to 2,2 to 5
2022-23,Assam,Golaghat,2 to 5,5 to 10
2022-23,Assam,Hailakandi,0 to 2,2 to 5
2022-23,Assam,Hojai,2 to 5,2 to 5
2022-23,Assam,Jorhat,0 to 2,0 to 2
2022-23,Assam,Kamrup,0 to 2,2 to 5
2022-23,Assam,Kamrup (Metro),0 to 2,2 to 5
2022-23,Assam,Karbi Anglong,N.A.,N.A.
2022-23,Assam,Karimganj,0 to 2,0 to 2
2022-23,Assam,Kokrajhar,2 to 5,2 to 5
2022-23,Assam,Lakhimpur,0 to 2,2 to 5
2022-23,Assam,Majuli,N.A.,N.A.
2022-23,Assam,Morigaon,2 to 5,2 to 5
2022-23,Assam,Nagaon,2 to 5,2 to 5
2022-23,Assam,Nalbari,2 to 5,2 to 5
2022-23,Assam,Sivasagar,0 to 2,5 to 10
2022-23,Assam,Sonitpur,0 to 2,2 to 5
2022-23,Assam,South Salmara Mankachar,N.A.,N.A.
2022-23,Assam,Tinsukia,2 to 5,2 to 5
2022-23,Assam,Udalguri,2 to 5,2 to 5
2022-23,Assam,West Karbi Anglong,5 to 10,5 to 10
2022-23,Bihar,Araria,2 to 5,2 to 5
2022-23,Bihar,Aurangabad,2 to 5,5 to 10
2022-23,Bihar,Banka,2 to 5,2 to 5
2022-23,Bihar,Begusarai,2 to 5,5 to 10
2022-23,Bihar,Bhagalpur,2 to 5,5 to 10
2022-23,Bihar,Bhojpur,2 to 5,2 to 5
2022-23,Bihar,Buxar,2 to 5,2 to 5
2022-23,Bihar,Darbhanga,2 to 5,2 to 5
2022-23,Bihar,East Champaran,2 to 5,2 to 5
2022-23,Bihar,Gaya,2 to 5,5 to 10
2022-23,Bihar,Gopalganj,2 to 5,2 to 5
2022-23,Bihar,Jamui,2 to 5,5 to 10
2022-23,Bihar,Jehanabad,2 to 5,5 to 10
2022-23,Bihar,Kaimur,5 to 10,5 to 10
2022-23,Bihar,Katihar,2 to 5,2 to 5
2022-23,Bihar,Khagaria,2 to 5,5 to 10
2022-23,Bihar,Kishanganj,0 to 2,2 to 5
2022-23,Bihar,Lakhisarai,2 to 5,5 to 10
2022-23,Bihar,Madhepura,2 to 5,2 to 5
2022-23,Bihar,Madhubani,2 to 5,2 to 5
2022-23,Bihar,Munger,2 to 5,5 to 10
2022-23,Bihar,Muzaffarpur,2 to 5,2 to 5
2022-23,Bihar,Nalanda,2 to 5,2 to 5
2022-23,Bihar,Nawada,2 to 5,5 to 10
2022-23,Bihar,Patna,2 to 5,2 to 5
2022-23,Bihar,Purnia,2 to 5,2 to 5
2022-23,Bihar,Rohtas,0 to 2,5 to 10
2022-23,Bihar,Saharsa,2 to 5,2 to 5
2022-23,Bihar,Samastipur,2 to 5,2 to 5
2022-23,Bihar,Saran,2 to 5,2 to 5
2022-23,Bihar,Seikhpura,5 to 10,2 to 5
2022-23,Bihar,Sheohar,2 to 5,2 to 5
2022-23,Bihar,Sitamarhi,0 to 2,2 to 5
2022-23,Bihar,Siwan,2 to 5,2 to 5
2022-23,Bihar,Supaul,2 to 5,2 to 5
2022-23,Bihar,Vaishali,2 to 5,2 to 5
2022-23,Bihar,West Champaran,2 to 5,2 to 5
2022-23,Chandigarh,Chandigarh,20 to 40,20 to 40
2022-23,Chhattisgarh,Balod,2 to 5,5 to 10
2022-23,Chhattisgarh,Baloda Bazar,2 to 5,2 to 5
2022-23,Chhattisgarh,Balrampur,2 to 5,5 to 10
2022-23,Chhattisgarh,Bastar,2 to 5,5 to 10
2022-23,Chhattisgarh,Bemetara,2 to 5,5 to 10
2022-23,Chhattisgarh,Bilaspur,2 to 5,5 to 10
2022-23,Chhattisgarh,Dhamtari,2 to 5,5 to 10
2022-23,Chhattisgarh,Durg,2 to 5,2 to 5
2022-23,Chhattisgarh,Gariyaband,2 to 5,5 to 10
2022-23,Chhattisgarh,Janjgir-Champa,0 to 2,5 to 10
2022-23,Chhattisgarh,Jashpur,2 to 5,5 to 10
2022-23,Chhattisgarh,Kanker (North Bastar),2 to 5,5 to 10
2022-23,Chhattisgarh,Kawardha/ Kabirdham,2 to 5,5 to 10
2022-23,Chhattisgarh,Kondagaon,2 to 5,5 to 10
2022-23,Chhattisgarh,Korba,2 to 5,5 to 10
2022-23,Chhattisgarh,Koriya,2 to 5,5 to 10
2022-23,Chhattisgarh,Mahasamund,2 to 5,2 to 5
2022-23,Chhattisgarh,Mungeli,2 to 5,5 to 10
2022-23,Chhattisgarh,Raigarh,2 to 5,5 to 10
2022-23,Chhattisgarh,Raipur,2 to 5,2 to 5
2022-23,Chhattisgarh,Rajnandgaon,2 to 5,5 to 10
2022-23,Chhattisgarh,Surajpur,2 to 5,5 to 10
2022-23,Chhattisgarh,Surguja,2 to 5,5 to 10
2022-23,Dadra and Nagar Haveli,Dadra and Nagar Haveli,0 to 2,2 to 5
2022-23,Daman and Diu,Daman,2 to 5,5 to 10
2022-23,Daman and Diu,Diu,5 to 10,5 to 10
2022-23,Delhi,Central Delhi,5 to 10,5 to 10
2022-23,Delhi,East Delhi,5 to 10,10 to 20
2022-23,Delhi,New Delhi,20 to 40,20 to 40
2022-23,Delhi,North Delhi,5 to 10,5 to 10
2022-23,Delhi,North-East Delhi,10 to 20,10 to 20
2022-23,Delhi,North-West Delhi,2 to 5,2 to 5
2022-23,Delhi,Shahdara,10 to 20,10 to 20
2022-23,Delhi,South Delhi,20 to 40,20 to 40
2022-23,Delhi,South-East Delhi,5 to 10,5 to 10
2022-23,Delhi,South-West Delhi,5 to 10,10 to 20
2022-23,Delhi,West Delhi,2 to 5,5 to 10
2022-23,Goa,Bardez,2 to 5,2 to 5
2022-23,Goa,Bicholim,2 to 5,5 to 10
2022-23,Goa,Canacona,5 to 10,2 to 5
2022-23,Goa,Dharbandora,N.A.,N.A.
2022-23,Goa,Mormugao,2 to 5,2 to 5
2022-23,Goa,Pernem,2 to 5,5 to 10
2022-23,Goa,Ponda,5 to 10,2 to 5
2022-23,Goa,Quepem,2 to 5,5 to 10
2022-23,Goa,Salcete,2 to 5,2 to 5
2022-23,Goa,Sanguem,5 to 10,5 to 10
2022-23,Goa,Satari,2 to 5,5 to 10
2022-23,Goa,Tiswadi,2 to 5,5 to 10
2022-23,Gujarat,Ahmedabad,2 to 5,2 to 5
2022-23,Gujarat,Amreli,5 to 10,5 to 10
2022-23,Gujarat,Anand,2 to 5,2 to 5
2022-23,Gujarat,Aravalli,2 to 5,10 to 20
2022-23,Gujarat,Banaskantha,10 to 20,20 to 40
2022-23,Gujarat,Bharuch,2 to 5,5 to 10
2022-23,Gujarat,Bhavnagar,2 to 5,5 to 10
2022-23,Gujarat,Botad,2 to 5,20 to 40
2022-23,Gujarat,Chhota Udaipur,2 to 5,5 to 10
2022-23,Gujarat,Dahod,5 to 10,5 to 10
2022-23,Gujarat,Dang,0 to 2,5 to 10
2022-23,Gujarat,Devbhumi Dwarka,2 to 5,5 to 10
2022-23,Gujarat,Gandhinagar,10 to 20,20 to 40
2022-23,Gujarat,Gir Somnath,5 to 10,10 to 20
2022-23,Gujarat,Jamnagar,2 to 5,5 to 10
2022-23,Gujarat,Junagadh,5 to 10,10 to 20
2022-23,Gujarat,Kachchh,5 to 10,10 to 20
2022-23,Gujarat,Kheda,5 to 10,2 to 5
2022-23,Gujarat,Mahesana,10 to 20,10 to 20
2022-23,Gujarat,Mahisagar,2 to 5,5 to 10
2022-23,Gujarat,Morbi,2 to 5,5 to 10
2022-23,Gujarat,Narmada,2 to 5,5 to 10
2022-23,Gujarat,Navsari,2 to 5,5 to 10
2022-23,Gujarat,Panchmahal,5 to 10,10 to 20
2022-23,Gujarat,Patan,10 to 20,10 to 20
2022-23,Gujarat,Porbandar,2 to 5,5 to 10
2022-23,Gujarat,Rajkot,2 to 5,10 to 20
2022-23,Gujarat,Sabarkantha,5 to 10,10 to 20
2022-23,Gujarat,Surat,2 to 5,5 to 10
2022-23,Gujarat,Surendranagar,2 to 5,2 to 5
2022-23,Gujarat,Tapi,2 to 5,5 to 10
2022-23,Gujarat,Vadodara,2 to 5,10 to 20
2022-23,Gujarat,Valsad,2 to 5,2 to 5
2022-23,Haryana,Ambala,10 to 20,10 to 20
2022-23,Haryana,Bhiwani,2 to 5,10 to 20
2022-23,Haryana,Charkhi Dadri,>40,>40
2022-23,Haryana,Faridabad,20 to 40,20 to 40
2022-23,Haryana,Fatehabad,20 to 40,20 to 40
2022-23,Haryana,Gurgaon/Gururgram,20 to 40,20 to 40
2022-23,Haryana,Hisar,5 to 10,5 to 10
2022-23,Haryana,Jhajjar,0 to 2,2 to 5
2022-23,Haryana,Jind,10 to 20,10 to 20
2022-23,Haryana,Kaithal,20 to 40,20 to 40
2022-23,Haryana,Karnal,20 to 40,20 to 40
2022-23,Haryana,Kurukshetra,>40,>40
2022-23,Haryana,Mahendragarh,20 to 40,20 to 40
2022-23,Haryana,Mewat,N.A.,N.A.
2022-23,Haryana,Palwal,10 to 20,10 to 20
2022-23,Haryana,Panchkula,10 to 20,10 to 20
2022-23,Haryana,Panipat,20 to 40,10 to 20
2022-23,Haryana,Rewari,10 to 20,10 to 20
2022-23,Haryana,Rohtak,0 to 2,2 to 5
2022-23,Haryana,Sirsa,10 to 20,10 to 20
2022-23,Haryana,Sonipat,2 to 5,2 to 5
2022-23,Haryana,Yamuna Nagar,10 to 20,5 to 10
2022-23,Himachal Pradesh,Bilaspur,N.A.,N.A.
2022-23,Himachal Pradesh,Chamba,N.A.,N.A.
2022-23,Himachal Pradesh,Hamirpur,2 to 5,2 to 5
2022-23,Himachal Pradesh,Kangra,2 to 5,2 to 5
2022-23,Himachal Pradesh,Kinnaur,N.A.,N.A.
2022-23,Himachal Pradesh,Kullu,5 to 10,5 to 10
2022-23,Himachal Pradesh,Lahul & Spiti,N.A.,N.A.
2022-23,Himachal Pradesh,Mandi,2 to 5,2 to 5
2022-23,Himachal Pradesh,Shimla,N.A.,N.A.
2022-23,Himachal Pradesh,Sirmaur,10 to 20,10 to 20
2022-23,Himachal Pradesh,Solan,10 to 20,10 to 20
2022-23,Himachal Pradesh,Una,2 to 5,5 to 10
2022-23,Jammu and Kashmir,Anantnag,5 to 10,5 to 10
2022-23,Jammu and Kashmir,Bandipora,0 to 2,0 to 2
2022-23,Jammu and Kashmir,Baramulla,2 to 5,0 to 2
2022-23,Jammu and Kashmir,Budgam,2 to 5,2 to 5
2022-23,Jammu and Kashmir,Doda,N.A.,N.A.
2022-23,Jammu and Kashmir,Ganderbal,2 to 5,2 to 5
2022-23,Jammu and Kashmir,Jammu,2 to 5,2 to 5
2022-23,Jammu and Kashmir,Kathua,2 to 5,5 to 10
2022-23,Jammu and Kashmir,Kishtwar,N.A.,N.A.
2022-23,Jammu and Kashmir,Kulgam,5 to 10,5 to 10
2022-23,Jammu and Kashmir,Kupwara,2 to 5,2 to 5
2022-23,Jammu and Kashmir,Poonch,N.A.,N.A.
2022-23,Jammu and Kashmir,Pulwama,10 to 20,0 to 2
2022-23,Jammu and Kashmir,Rajauri,2 to 5,2 to 5
2022-23,Jammu and Kashmir,Ramban,N.A.,N.A.
2022-23,Jammu and Kashmir,Reasi,0 to 2,2 to 5
2022-23,Jammu and Kashmir,Samba,2 to 5,2 to 5
2022-23,Jammu and Kashmir,Shopian,2 to 5,2 to 5
2022-23,Jammu and Kashmir,Srinagar,0 to 2,0 to 2
2022-23,Jammu and Kashmir,Udhampur,0 to 2,2 to 5
2022-23,Jharkhand,Bokaro,2 to 5,5 to 10
2022-23,Jharkhand,Chatra,2 to 5,5 to 10
2022-23,Jharkhand,Deoghar,2 to 5,5 to 10
2022-23,Jharkhand,Dhanbad,2 to 5,5 to 10
2022-23,Jharkhand,Dumka,2 to 5,5 to 10
2022-23,Jharkhand,East Singhbhum,2 to 5,2 to 5
2022-23,Jharkhand,Garhwa,5 to 10,5 to 10
2022-23,Jharkhand,Giridih,2 to 5,5 to 10
2022-23,Jharkhand,Godda,5 to 10,5 to 10
2022-23,Jharkhand,Gumla,2 to 5,0 to 2
2022-23,Jharkhand,Hazaribagh,2 to 5,5 to 10
2022-23,Jharkhand,Jamtara,5 to 10,5 to 10
2022-23,Jharkhand,Khunti,2 to 5,5 to 10
2022-23,Jharkhand,Kodarma,2 to 5,5 to 10
2022-23,Jharkhand,Latehar,2 to 5,5 to 10
2022-23,Jharkhand,Lohardaga,2 to 5,5 to 10
2022-23,Jharkhand,Pakur,2 to 5,5 to 10
2022-23,Jharkhand,Palamu,5 to 10,5 to 10
2022-23,Jharkhand,Ramgarh,2 to 5,5 to 10
2022-23,Jharkhand,Ranchi,2 to 5,5 to 10
2022-23,Jharkhand,Sahibganj,2 to 5,2 to 5
2022-23,Jharkhand,Saraikela Kharsawan,2 to 5,5 to 10
2022-23,Jharkhand,Simdega,2 to 5,5 to 10
2022-23,Jharkhand,West Singhbhum,2 to 5,5 to 10
2022-23,Karnataka,Bagalkot,2 to 5,2 to 5
2022-23,Karnataka,Bangalore Rural,0 to 2,0 to 2
2022-23,Karnataka,Bangalore Urban,2 to 5,2 to 5
2022-23,Karnataka,Belgaum,2 to 5,2 to 5
2022-23,Karnataka,Bellary,2 to 5,2 to 5
2022-23,Karnataka,Bidar,2 to 5,10 to 20
2022-23,Karnataka,Bijapur,2 to 5,2 to 5
2022-23,Karnataka,Chamarajanagar,0 to 2,2 to 5
2022-23,Karnataka,Chikballapura,N.A.,N.A.
2022-23,Karnataka,Chikmagalur,2 to 5,5 to 10
2022-23,Karnataka,Chitradurga,0 to 2,2 to 5
2022-23,Karnataka,Dakshina Kannada,5 to 10,5 to 10
2022-23,Karnataka,Davangere,0 to 2,0 to 2
2022-23,Karnataka,Dharwad,0 to 2,5 to 10
2022-23,Karnataka,Gadag,2 to 5,2 to 5
2022-23,Karnataka,Gulbarga,2 to 5,5 to 10
2022-23,Karnataka,Hassan,2 to 5,5 to 10
2022-23,Karnataka,Haveri,0 to 2,2 to 5
2022-23,Karnataka,Kodagu,5 to 10,5 to 10
2022-23,Karnataka,Kolar,0 to 2,2 to 5
2022-23,Karnataka,Koppal,2 to 5,2 to 5
2022-23,Karnataka,Mandya,2 to 5,0 to 2
2022-23,Karnataka,Mysore,2 to 5,0 to 2
2022-23,Karnataka,Raichur,0 to 2,2 to 5
2022-23,Karnataka,Ramanagara,N.A.,N.A.
2022-23,Karnataka,Shimoga,5 to 10,5 to 10
2022-23,Karnataka,Tumkur,0 to 2,0 to 2
2022-23,Karnataka,Udupi,5 to 10,5 to 10
2022-23,Karnataka,Uttara Kannada,5 to 10,5 to 10
2022-23,Karnataka,Yadgir,N.A.,N.A.
2022-23,Kerala,Alappuzha,0 to 2,0 to 2
2022-23,Kerala,Ernakulam,5 to 10,5 to 10
2022-23,Kerala,Idukki,2 to 5,2 to 5
2022-23,Kerala,Kannur,5 to 10,5 to 10
2022-23,Kerala,Kasaragod,5 to 10,10 to 20
2022-23,Kerala,Kollam,5 to 10,5 to 10
2022-23,Kerala,Kottayam,2 to 5,2 to 5
2022-23,Kerala,Kozhikode,2 to 5,2 to 5
2022-23,Kerala,Malappuram,5 to 10,5 to 10
2022-23,Kerala,Palakkad,2 to 5,5 to 10
2022-23,Kerala,Pathanamthitta,5 to 10,5 to 10
2022-23,Kerala,Thiruvananthapuram,5 to 10,5 to 10
2022-23,Kerala,Thrissur,5 to 10,5 to 10
2022-23,Kerala,Wayanad,5 to 10,5 to 10
2022-23,Ladakh,Kargil,N.A.,N.A.
2022-23,Ladakh,Leh,N.A.,N.A.
2022-23,Madhya Pradesh,Agar Malwa,5 to 10,5 to 10
2022-23,Madhya Pradesh,Alirajpur,2 to 5,5 to 10
2022-23,Madhya Pradesh,Anuppur,2 to 5,5 to 10
2022-23,Madhya Pradesh,Ashok Nagar,2 to 5,5 to 10
2022-23,Madhya Pradesh,Balaghat,2 to 5,5 to 10
2022-23,Madhya Pradesh,Barwani,5 to 10,5 to 10
2022-23,Madhya Pradesh,Betul,0 to 2,5 to 10
2022-23,Madhya Pradesh,Bhind,10 to 20,10 to 20
2022-23,Madhya Pradesh,Bhopal,2 to 5,5 to 10
2022-23,Madhya Pradesh,Burhanpur,5 to 10,5 to 10
2022-23,Madhya Pradesh,Chhatarpur,2 to 5,5 to 10
2022-23,Madhya Pradesh,Chhindwara,5 to 10,5 to 10
2022-23,Madhya Pradesh,Damoh,0 to 2,5 to 10
2022-23,Madhya Pradesh,Datia,2 to 5,10 to 20
2022-23,Madhya Pradesh,Dewas,2 to 5,10 to 20
2022-23,Madhya Pradesh,Dhar,2 to 5,5 to 10
2022-23,Madhya Pradesh,Dindori,2 to 5,2 to 5
2022-23,Madhya Pradesh,Guna,5 to 10,5 to 10
2022-23,Madhya Pradesh,Gwalior,2 to 5,5 to 10
2022-23,Madhya Pradesh,Harda,5 to 10,10 to 20
2022-23,Madhya Pradesh,Hoshangabad,2 to 5,5 to 10
2022-23,Madhya Pradesh,Indore,2 to 5,10 to 20
2022-23,Madhya Pradesh,Jabalpur,2 to 5,5 to 10
2022-23,Madhya Pradesh,Jhabua,2 to 5,5 to 10
2022-23,Madhya Pradesh,Katni,5 to 10,10 to 20
2022-23,Madhya Pradesh,Khandwa,2 to 5,5 to 10
2022-23,Madhya Pradesh,Khargone,2 to 5,5 to 10
2022-23,Madhya Pradesh,Mandla,2 to 5,5 to 10
2022-23,Madhya Pradesh,Mandsaur,2 to 5,5 to 10
2022-23,Madhya Pradesh,Morena,20 to 40,10 to 20
2022-23,Madhya Pradesh,Narsinghpur,2 to 5,5 to 10
2022-23,Madhya Pradesh,Neemuch,2 to 5,5 to 10
2022-23,Madhya Pradesh,Panna,2 to 5,5 to 10
2022-23,Madhya Pradesh,Raisen,2 to 5,5 to 10
2022-23,Madhya Pradesh,Rajgarh,2 to 5,5 to 10
2022-23,Madhya Pradesh,Ratlam,2 to 5,10 to 20
2022-23,Madhya Pradesh,Rewa,5 to 10,5 to 10
2022-23,Madhya Pradesh,Sagar,2 to 5,5 to 10
2022-23,Madhya Pradesh,Satna,2 to 5,5 to 10
2022-23,Madhya Pradesh,Sehore,5 to 10,10 to 20
2022-23,Madhya Pradesh,Seoni,2 to 5,5 to 10
2022-23,Madhya Pradesh,Shahdol,2 to 5,5 to 10
2022-23,Madhya Pradesh,Shajapur,2 to 5,5 to 10
2022-23,Madhya Pradesh,Sheopur,0 to 2,5 to 10
2022-23,Madhya Pradesh,Shivpuri,2 to 5,5 to 10
2022-23,Madhya Pradesh,Sidhi,2 to 5,5 to 10
2022-23,Madhya Pradesh,Singrauli,2 to 5,5 to 10
2022-23,Madhya Pradesh,Tikamgarh,2 to 5,5 to 10
2022-23,Madhya Pradesh,Ujjain,2 to 5,5 to 10
2022-23,Madhya Pradesh,Umaria,5 to 10,5 to 10
2022-23,Madhya Pradesh,Vidisha,2 to 5,5 to 10
2022-23,Maharashtra,Ahmednagar,2 to 5,5 to 10
2022-23,Maharashtra,Akola,2 to 5,5 to 10
2022-23,Maharashtra,Amravati,2 to 5,5 to 10
2022-23,Maharashtra,Aurangabad,2 to 5,5 to 10
2022-23,Maharashtra,Beed,2 to 5,5 to 10
2022-23,Maharashtra,Bhandara,2 to 5,10 to 20
2022-23,Maharashtra,Buldana,2 to 5,5 to 10
2022-23,Maharashtra,Chandrapur,2 to 5,5 to 10
2022-23,Maharashtra,Dhule,2 to 5,5 to 10
2022-23,Maharashtra,Gadchiroli,2 to 5,5 to 10
2022-23,Maharashtra,Gondia,2 to 5,5 to 10
2022-23,Maharashtra,Hingoli,2 to 5,10 to 20
2022-23,Maharashtra,Jalgaon,2 to 5,5 to 10
2022-23,Maharashtra,Jalna,2 to 5,5 to 10
2022-23,Maharashtra,Kolhapur,2 to 5,5 to 10
2022-23,Maharashtra,Latur,2 to 5,5 to 10
2022-23,Maharashtra,Mumbai City,0 to 2,2 to 5
2022-23,Maharashtra,Mumbai Suburban,2 to 5,2 to 5
2022-23,Maharashtra,Nagpur,2 to 5,5 to 10
2022-23,Maharashtra,Nanded,2 to 5,5 to 10
2022-23,Maharashtra,Nandurbar,5 to 10,5 to 10
2022-23,Maharashtra,Nashik,2 to 5,5 to 10
2022-23,Maharashtra,Osmanabad,2 to 5,5 to 10
2022-23,Maharashtra,Palghar,N.A.,N.A.
2022-23,Maharashtra,Parbhani,2 to 5,5 to 10
2022-23,Maharashtra,Pune,2 to 5,5 to 10
2022-23,Maharashtra,Raigad,0 to 2,2 to 5
2022-23,Maharashtra,Ratnagiri,2 to 5,5 to 10
2022-23,Maharashtra,Sangli,2 to 5,2 to 5
2022-23,Maharashtra,Satara,2 to 5,5 to 10
2022-23,Maharashtra,Sindhudurg,5 to 10,5 to 10
2022-23,Maharashtra,Solapur,2 to 5,5 to 10
2022-23,Maharashtra,Thane,2 to 5,5 to 10
2022-23,Maharashtra,Wardha,2 to 5,5 to 10
2022-23,Maharashtra,Washim,2 to 5,5 to 10
2022-23,Maharashtra,Yavatmal,2 to 5,5 to 10
2022-23,Meghalaya,East Garo Hills,2 to 5,2 to 5
2022-23,Meghalaya,East Jaintia Hills,20 to 40,N.A.
2022-23,Meghalaya,East Khasi Hills,0 to 2,2 to 5
2022-23,Meghalaya,North Garo Hills,2 to 5,2 to 5
2022-23,Meghalaya,Ri Bhoi,2 to 5,2 to 5
2022-23,Meghalaya,South Garo Hills,0 to 2,2 to 5
2022-23,Meghalaya,South West Garo Hills,0 to 2,2 to 5
2022-23,Meghalaya,South West Khasi Hills,N.A.,N.A.
2022-23,Meghalaya,West Garo Hills,0 to 2,2 to 5
2022-23,Meghalaya,West Jaintia Hills,0 to 2,0 to 2
2022-23,Meghalaya,West Khasi Hills,0 to 2,0 to 2
2022-23,Nagaland,Dimapur,5 to 10,5 to 10
2022-23,Nagaland,Kiphire,N.A.,N.A.
2022-23,Nagaland,Kohima,N.A.,N.A.
2022-23,Nagaland,Longleng,N.A.,N.A.
2022-23,Nagaland,Mokokchung,N.A.,N.A.
2022-23,Nagaland,Mon,N.A.,N.A.
2022-23,Nagaland,Peren,N.A.,N.A.
2022-23,Nagaland,Phek,N.A.,N.A.
2022-23,Nagaland,Tuensang,N.A.,N.A.
2022-23,Nagaland,Wokha,N.A.,N.A.
2022-23,Nagaland,Zunheboto,N.A.,N.A.
2022-23,Odisha,Angul,2 to 5,5 to 10
2022-23,Odisha,Balangir,2 to 5,2 to 5
2022-23,Odisha,Baleshwar,2 to 5,5 to 10
2022-23,Odisha,Bargarh,2 to 5,2 to 5
2022-23,Odisha,Bhadrak,0 to 2,2 to 5
2022-23,Odisha,Boudh,2 to 5,5 to 10
2022-23,Odisha,Cuttack,0 to 2,2 to 5
2022-23,Odisha,Deogarh,2 to 5,5 to 10
2022-23,Odisha,Dhenkanal,2 to 5,5 to 10
2022-23,Odisha,Gajapati,2 to 5,2 to 5
2022-23,Odisha,Ganjam,0 to 2,2 to 5
2022-23,Odisha,Jagatsinghapur,0 to 2,2 to 5
2022-23,Odisha,Jajapur,2 to 5,2 to 5
2022-23,Odisha,Jharsuguda,2 to 5,5 to 10
2022-23,Odisha,Kalahandi,2 to 5,5 to 10
2022-23,Odisha,Kandhamal,2 to 5,5 to 10
2022-23,Odisha,Kendrapara,0 to 2,2 to 5
2022-23,Odisha,Kendujhar,2 to 5,2 to 5
2022-23,Odisha,Khordha,0 to 2,2 to 5
2022-23,Odisha,Koraput,2 to 5,5 to 10
2022-23,Odisha,Malkangiri,0 to 2,2 to 5
2022-23,Odisha,Mayurbhanj,2 to 5,2 to 5
2022-23,Odisha,Nabarangapur,2 to 5,5 to 10
2022-23,Odisha,Nayagarh,0 to 2,2 to 5
2022-23,Odisha,Nuapada,2 to 5,5 to 10
2022-23,Odisha,Puri,0 to 2,2 to 5
2022-23,Odisha,Rayagada,2 to 5,2 to 5
2022-23,Odisha,Sambalpur,2 to 5,2 to 5
2022-23,Odisha,Subarnapur,2 to 5,5 to 10
2022-23,Odisha,Sundargarh,2 to 5,2 to 5
2022-23,Puducherry,Karaikal,N.A.,N.A.
2022-23,Puducherry,Puducherry,N.A.,N.A.
2022-23,Punjab,Amritsar,20 to 40,10 to 20
2022-23,Punjab,Barnala,>40,20 to 40
2022-23,Punjab,Bathinda,20 to 40,20 to 40
2022-23,Punjab,Faridkot,10 to 20,2 to 5
2022-23,Punjab,Fatehgarh Sahib,20 to 40,20 to 40
2022-23,Punjab,Fazilka,2 to 5,2 to 5
2022-23,Punjab,Ferozepur,10 to 20,10 to 20
2022-23,Punjab,Gurdaspur,5 to 10,5 to 10
2022-23,Punjab,Hoshiarpur,20 to 40,20 to 40
2022-23,Punjab,Jalandhar,20 to 40,20 to 40
2022-23,Punjab,Kapurthala,10 to 20,10 to 20
2022-23,Punjab,Ludhiana,20 to 40,20 to 40
2022-23,Punjab,Mansa,10 to 20,20 to 40
